InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,GrossRevenue,DiscountAmount,NetRevenue,TotalOrderValue,Year,Month,YearMonth
267216,SKU_1438,Desk Lamp,40,2025-05-31 12:00:00,11.05,71632,Australia,0.0,PayPal,29.85,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,442.0,0.0,442.0,471.85,2025,5,2025-05
918304,SKU_1243,Backpack,7,2025-05-31 14:00:00,51.73,59612,Netherlands,0.26,Bank Transfer,16.75,Accessories,In-store,Not Returned,Royal Mail,London,Low,362.10999999999996,94.14859999999999,267.96139999999997,284.71139999999997,2025,5,2025-05
182754,SKU_1682,Backpack,11,2025-05-31 15:00:00,20.3,46096,Spain,0.27,Credit Card,10.96,Furniture,In-store,Not Returned,Royal Mail,Paris,High,223.3,60.291000000000004,163.00900000000001,173.96900000000002,2025,5,2025-05
510223,SKU_1553,Backpack,31,2025-05-31 16:00:00,37.89,62628,Portugal,0.3,Credit Card,12.64,Stationery,Online,Not Returned,Royal Mail,Berlin,Low,1174.59,352.37699999999995,822.213,834.853,2025,5,2025-05
805559,SKU_1953,Notebook,39,2025-05-31 17:00:00,16.13,82168,Netherlands,0.49,Credit Card,27.55,Electronics,In-store,Not Returned,UPS,Paris,High,629.0699999999999,308.24429999999995,320.8257,348.3757,2025,5,2025-05
412860,SKU_1907,Backpack,38,2025-05-31 18:00:00,70.95,39307,Germany,0.15,Bank Transfer,12.7,Accessories,In-store,Not Returned,Royal Mail,London,Medium,2696.1,404.41499999999996,2291.685,2304.3849999999998,2025,5,2025-05
195363,SKU_1524,Desk Lamp,18,2025-05-31 19:00:00,86.28,83174,Germany,0.41,Credit Card,15.31,Accessories,Online,Not Returned,DHL,Paris,High,1553.04,636.7464,916.2936,931.6035999999999,2025,5,2025-05
213195,SKU_1779,White Mug,19,2025-05-31 20:00:00,4.74,25774,Australia,0.03,PayPal,11.68,Accessories,In-store,Not Returned,Royal Mail,Rome,Medium,90.06,2.7018,87.3582,99.03819999999999,2025,5,2025-05
859104,SKU_1715,T-shirt,23,2025-05-31 21:00:00,37.58,28283,United Kingdom,0.46,Credit Card,16.11,Electronics,In-store,Not Returned,UPS,London,High,864.3399999999999,397.59639999999996,466.74359999999996,482.8536,2025,5,2025-05
264336,SKU_1293,USB Cable,43,2025-05-31 22:00:00,80.73,47682,Norway,0.31,Credit Card,25.05,Accessories,Online,Not Returned,Royal Mail,Amsterdam,High,3471.3900000000003,1076.1309,2395.2591,2420.3091000000004,2025,5,2025-05
197143,SKU_1770,Desk Lamp,26,2025-05-31 23:00:00,30.63,54566,Sweden,0.16,Bank Transfer,15.04,Accessories,In-store,Not Returned,FedEx,Berlin,High,796.38,127.4208,668.9592,683.9992,2025,5,2025-05
820590,SKU_1199,Backpack,8,2025-06-01 00:00:00,76.94,67360,Germany,0.13,PayPal,16.32,Furniture,Online,Not Returned,DHL,London,Medium,615.52,80.0176,535.5024,551.8224,2025,6,2025-06
389149,SKU_1317,Wall Clock,15,2025-06-01 01:00:00,52.95,45546,Norway,0.01,PayPal,25.42,Electronics,In-store,Not Returned,FedEx,Rome,High,794.25,7.9425,786.3075,811.7275,2025,6,2025-06
339831,SKU_1670,Blue Pen,28,2025-06-01 02:00:00,32.03,39574,France,0.09,PayPal,26.79,Furniture,In-store,Not Returned,Royal Mail,London,Medium,896.84,80.7156,816.1244,842.9144,2025,6,2025-06
393619,SKU_1972,Wireless Mouse,46,2025-06-01 03:00:00,8.14,76012,Italy,0.12,Bank Transfer,22.5,Apparel,Online,Returned,Royal Mail,Berlin,Low,374.44000000000005,44.93280000000001,329.50720000000007,352.00720000000007,2025,6,2025-06
510142,SKU_1199,T-shirt,13,2025-06-01 04:00:00,66.8,80893,Netherlands,0.16,PayPal,22.86,Accessories,In-store,Returned,DHL,Paris,High,868.4,138.944,729.456,752.316,2025,6,2025-06
133683,SKU_1292,Notebook,40,2025-06-01 05:00:00,44.19,34033,France,0.14,PayPal,18.68,Furniture,In-store,Not Returned,Royal Mail,Berlin,High,1767.6,247.464,1520.136,1538.816,2025,6,2025-06
176810,SKU_1279,USB Cable,3,2025-06-01 06:00:00,41.11,28542,Norway,0.3,Bank Transfer,6.59,Electronics,In-store,Not Returned,Royal Mail,London,Medium,123.33,36.998999999999995,86.331,92.921,2025,6,2025-06
870129,SKU_1091,Office Chair,23,2025-06-01 07:00:00,59.62,58366,Portugal,0.02,PayPal,15.23,Electronics,Online,Not Returned,DHL,Berlin,Low,1371.26,27.4252,1343.8348,1359.0648,2025,6,2025-06
932481,SKU_1579,Desk Lamp,12,2025-06-01 08:00:00,39.88,16066,United States,0.45,Credit Card,20.22,Stationery,Online,Not Returned,FedEx,Berlin,Low,478.56000000000006,215.35200000000003,263.208,283.428,2025,6,2025-06
461627,SKU_1063,Blue Pen,22,2025-06-01 09:00:00,64.39,-1,United Kingdom,0.09,Bank Transfer,8.65,Apparel,Online,Not Returned,DHL,Berlin,High,1416.58,127.49219999999998,1289.0878,1297.7378,2025,6,2025-06
747333,SKU_1143,Notebook,35,2025-06-01 10:00:00,79.88,84721,Sweden,0.14,PayPal,18.32,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,2795.7999999999997,391.412,2404.388,2422.708,2025,6,2025-06
339823,SKU_1785,Office Chair,3,2025-06-01 11:00:00,71.99,91427,Spain,0.43,PayPal,20.62,Stationery,Online,Not Returned,Royal Mail,Berlin,High,215.96999999999997,92.86709999999998,123.10289999999999,143.72289999999998,2025,6,2025-06
855735,SKU_1579,Backpack,43,2025-06-01 12:00:00,49.28,87995,France,0.05,Credit Card,21.12,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,Low,2119.04,105.952,2013.088,2034.2079999999999,2025,6,2025-06
600518,SKU_1234,Wireless Mouse,33,2025-06-01 13:00:00,46.71,52679,Norway,0.36,PayPal,17.29,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,1541.43,554.9148,986.5152,1003.8052,2025,6,2025-06
352790,SKU_1423,Backpack,48,2025-06-01 14:00:00,59.09,77328,Portugal,0.18,Credit Card,5.09,Stationery,In-store,Not Returned,DHL,London,Medium,2836.32,510.5376,2325.7824,2330.8724,2025,6,2025-06
848210,SKU_1313,White Mug,27,2025-06-01 15:00:00,2.05,55172,Australia,0.24,PayPal,22.11,Apparel,Online,Not Returned,DHL,Paris,High,55.349999999999994,13.283999999999999,42.065999999999995,64.17599999999999,2025,6,2025-06
542699,SKU_1992,Blue Pen,26,2025-06-01 16:00:00,58.62,25163,Germany,0.08,PayPal,9.99,Apparel,In-store,Not Returned,Royal Mail,Paris,Low,1524.12,121.9296,1402.1904,1412.1804,2025,6,2025-06
736465,SKU_1122,Wireless Mouse,4,2025-06-01 17:00:00,79.68,73171,Norway,0.01,Credit Card,22.76,Apparel,In-store,Not Returned,DHL,Amsterdam,High,318.72,3.1872000000000003,315.5328,338.2928,2025,6,2025-06
270985,SKU_1812,Desk Lamp,10,2025-06-01 18:00:00,81.91,30931,Italy,0.47,Credit Card,26.1,Furniture,Online,Not Returned,DHL,Rome,Low,819.0999999999999,384.9769999999999,434.123,460.223,2025,6,2025-06
554150,SKU_1052,White Mug,44,2025-06-01 19:00:00,40.87,55281,Portugal,0.4,PayPal,9.15,Stationery,In-store,Not Returned,FedEx,Amsterdam,Medium,1798.28,719.312,1078.9679999999998,1088.118,2025,6,2025-06
361731,SKU_1026,T-shirt,30,2025-06-01 20:00:00,34.58,27569,Australia,0.04,Bank Transfer,15.03,Furniture,In-store,Not Returned,FedEx,Amsterdam,Low,1037.3999999999999,41.495999999999995,995.9039999999999,1010.9339999999999,2025,6,2025-06
392432,SKU_1373,Backpack,30,2025-06-01 21:00:00,45.41,30378,Norway,0.18,Bank Transfer,26.92,Electronics,In-store,Not Returned,DHL,Paris,Medium,1362.3,245.21399999999997,1117.086,1144.006,2025,6,2025-06
737168,SKU_1035,Office Chair,43,2025-06-01 22:00:00,17.78,97981,Italy,0.18,Bank Transfer,5.79,Apparel,Online,Not Returned,UPS,Amsterdam,Medium,764.5400000000001,137.6172,626.9228,632.7128,2025,6,2025-06
747348,SKU_1963,White Mug,28,2025-06-01 23:00:00,81.64,89068,Norway,0.21,Credit Card,26.73,Apparel,Online,Not Returned,UPS,Rome,Low,2285.92,480.0432,1805.8768,1832.6068,2025,6,2025-06
715716,SKU_1611,Blue Pen,48,2025-06-02 00:00:00,2.23,85192,Spain,0.3,Credit Card,15.23,Apparel,Online,Not Returned,DHL,Amsterdam,Low,107.03999999999999,32.111999999999995,74.928,90.158,2025,6,2025-06
125682,SKU_1140,Notebook,15,2025-06-02 01:00:00,24.99,55911,Netherlands,0.46,Bank Transfer,10.13,Apparel,In-store,Not Returned,DHL,Rome,Low,374.84999999999997,172.43099999999998,202.41899999999998,212.54899999999998,2025,6,2025-06
786169,SKU_1687,Desk Lamp,19,2025-06-02 03:00:00,25.19,95770,United Kingdom,0.0,Credit Card,14.75,Accessories,Online,Not Returned,FedEx,Amsterdam,High,478.61,0.0,478.61,493.36,2025,6,2025-06
970838,SKU_1187,Blue Pen,23,2025-06-02 04:00:00,21.3,76229,Portugal,0.16,Bank Transfer,10.89,Furniture,Online,Not Returned,FedEx,Paris,Low,489.90000000000003,78.384,411.516,422.406,2025,6,2025-06
351594,SKU_1717,Notebook,17,2025-06-02 05:00:00,75.66,66659,Germany,0.48,PayPal,5.78,Furniture,Online,Not Returned,DHL,Paris,Low,1286.22,617.3856,668.8344000000001,674.6144,2025,6,2025-06
807102,SKU_1617,Backpack,4,2025-06-02 06:00:00,57.69,56408,France,0.28,Bank Transfer,16.89,Apparel,In-store,Not Returned,FedEx,Paris,High,230.76,64.61280000000001,166.1472,183.03719999999998,2025,6,2025-06
174215,SKU_1612,T-shirt,19,2025-06-02 07:00:00,61.96,92495,Sweden,0.09,Bank Transfer,27.25,Accessories,Online,Returned,UPS,Amsterdam,Medium,1177.24,105.9516,1071.2884,1098.5384,2025,6,2025-06
764163,SKU_1622,USB Cable,1,2025-06-02 08:00:00,22.06,41746,United Kingdom,0.08,Bank Transfer,22.11,Furniture,In-store,Not Returned,DHL,London,Low,22.06,1.7648,20.295199999999998,42.405199999999994,2025,6,2025-06
414716,SKU_1453,USB Cable,36,2025-06-02 09:00:00,84.72,96395,Italy,0.13,Credit Card,20.82,Furniture,Online,Not Returned,UPS,Amsterdam,Medium,3049.92,396.4896,2653.4304,2674.2504000000004,2025,6,2025-06
422682,SKU_1013,Office Chair,47,2025-06-02 11:00:00,54.51,35284,Germany,0.49,Bank Transfer,6.9,Furniture,In-store,Not Returned,DHL,Amsterdam,Low,2561.97,1255.3653,1306.6046999999999,1313.5047,2025,6,2025-06
994325,SKU_1762,Wireless Mouse,43,2025-06-02 12:00:00,95.72,44355,Portugal,0.18,PayPal,18.13,Electronics,Online,Not Returned,UPS,Rome,Medium,4115.96,740.8728,3375.0872,3393.2172,2025,6,2025-06
805968,SKU_1258,Wall Clock,7,2025-06-02 14:00:00,38.56,68449,France,0.29,Credit Card,8.53,Stationery,In-store,Not Returned,FedEx,Rome,Low,269.92,78.2768,191.64320000000004,200.17320000000004,2025,6,2025-06
672945,SKU_1033,Blue Pen,20,2025-06-02 16:00:00,93.45,42137,Portugal,0.23,Bank Transfer,8.97,Electronics,In-store,Not Returned,FedEx,London,High,1869.0,429.87,1439.13,1448.1000000000001,2025,6,2025-06
240601,SKU_1709,Wall Clock,2,2025-06-02 17:00:00,25.45,76231,Netherlands,0.12,Credit Card,15.6,Stationery,Online,Not Returned,DHL,Paris,Medium,50.9,6.108,44.792,60.392,2025,6,2025-06
325606,SKU_1951,Backpack,25,2025-06-02 18:00:00,8.95,64876,Portugal,0.18,PayPal,10.7,Stationery,Online,Not Returned,UPS,Rome,Medium,223.74999999999997,40.27499999999999,183.47499999999997,194.17499999999995,2025,6,2025-06
934640,SKU_1231,Headphones,46,2025-06-02 19:00:00,4.41,86478,Netherlands,0.15,Credit Card,14.88,Apparel,Online,Not Returned,DHL,Amsterdam,Medium,202.86,30.429000000000002,172.431,187.311,2025,6,2025-06
700216,SKU_1192,T-shirt,6,2025-06-02 20:00:00,19.9,41174,Sweden,0.01,Credit Card,15.59,Stationery,In-store,Not Returned,DHL,Paris,High,119.39999999999999,1.194,118.20599999999999,133.796,2025,6,2025-06
792625,SKU_1509,Wireless Mouse,30,2025-06-02 21:00:00,66.55,37590,France,0.19,Bank Transfer,6.32,Electronics,Online,Not Returned,Royal Mail,Berlin,Low,1996.5,379.335,1617.165,1623.485,2025,6,2025-06
759943,SKU_1187,Office Chair,37,2025-06-02 22:00:00,22.63,52149,France,0.36,PayPal,19.62,Furniture,Online,Not Returned,FedEx,London,Low,837.31,301.43159999999995,535.8784,555.4984000000001,2025,6,2025-06
292298,SKU_1749,White Mug,33,2025-06-02 23:00:00,59.04,67656,Italy,0.28,Bank Transfer,12.57,Electronics,In-store,Not Returned,FedEx,Paris,Low,1948.32,545.5296000000001,1402.7903999999999,1415.3603999999998,2025,6,2025-06
650978,SKU_1815,USB Cable,37,2025-06-03 00:00:00,71.87,82960,Belgium,0.16,Credit Card,13.91,Apparel,In-store,Not Returned,UPS,Paris,Low,2659.19,425.47040000000004,2233.7196,2247.6295999999998,2025,6,2025-06
187174,SKU_1496,Office Chair,28,2025-06-03 01:00:00,25.83,84621,France,0.06,PayPal,24.78,Accessories,In-store,Not Returned,UPS,London,Medium,723.24,43.3944,679.8456,704.6256,2025,6,2025-06
902670,SKU_1327,Wall Clock,30,2025-06-03 02:00:00,32.95,18616,Sweden,0.01,Credit Card,15.84,Furniture,In-store,Not Returned,DHL,Paris,High,988.5000000000001,9.885000000000002,978.6150000000001,994.4550000000002,2025,6,2025-06
843851,SKU_1720,T-shirt,45,2025-06-03 03:00:00,37.92,85984,United States,0.02,Bank Transfer,5.75,Accessories,In-store,Not Returned,Royal Mail,Paris,High,1706.4,34.128,1672.2720000000002,1678.0220000000002,2025,6,2025-06
418379,SKU_1716,White Mug,10,2025-06-03 04:00:00,17.16,81026,Sweden,0.36,Credit Card,15.6,Apparel,Online,Not Returned,Royal Mail,Berlin,Low,171.6,61.775999999999996,109.824,125.42399999999999,2025,6,2025-06
252754,SKU_1914,Backpack,15,2025-06-03 05:00:00,30.21,97383,France,0.11,PayPal,17.95,Furniture,In-store,Not Returned,UPS,Paris,Low,453.15000000000003,49.846500000000006,403.30350000000004,421.25350000000003,2025,6,2025-06
837358,SKU_1104,USB Cable,19,2025-06-03 06:00:00,68.67,95362,United States,0.38,Credit Card,26.04,Furniture,Online,Not Returned,FedEx,Amsterdam,High,1304.73,495.79740000000004,808.9326,834.9725999999999,2025,6,2025-06
228596,SKU_1290,Backpack,12,2025-06-03 07:00:00,74.22,28473,Norway,0.5,Credit Card,10.54,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium,890.64,445.32,445.32,455.86,2025,6,2025-06
826548,SKU_1241,Office Chair,35,2025-06-03 08:00:00,76.26,78921,Portugal,0.26,Credit Card,22.25,Stationery,In-store,Not Returned,FedEx,Berlin,Low,2669.1000000000004,693.9660000000001,1975.1340000000002,1997.3840000000002,2025,6,2025-06
378905,SKU_1096,Wall Clock,31,2025-06-03 09:00:00,30.71,-1,Sweden,0.26,Bank Transfer,12.71,Furniture,Online,Not Returned,UPS,Unknown,High,952.01,247.5226,704.4874,717.1974,2025,6,2025-06
608068,SKU_1876,White Mug,12,2025-06-03 10:00:00,39.99,89467,Australia,0.43,PayPal,25.49,Electronics,Online,Returned,UPS,Amsterdam,High,479.88,206.3484,273.5316,299.02160000000003,2025,6,2025-06
851131,SKU_1876,USB Cable,40,2025-06-03 11:00:00,22.3,43675,Belgium,0.19,PayPal,26.77,Apparel,In-store,Not Returned,FedEx,Paris,Low,892.0,169.48,722.52,749.29,2025,6,2025-06
355672,SKU_1491,Blue Pen,12,2025-06-03 12:00:00,95.43,58119,France,0.04,Credit Card,23.62,Electronics,In-store,Not Returned,DHL,Amsterdam,Medium,1145.16,45.806400000000004,1099.3536000000001,1122.9736,2025,6,2025-06
504392,SKU_1800,Wireless Mouse,22,2025-06-03 13:00:00,65.88,27677,France,0.4,Bank Transfer,11.82,Electronics,Online,Not Returned,UPS,Rome,Low,1449.36,579.744,869.6159999999999,881.4359999999999,2025,6,2025-06
990677,SKU_1937,USB Cable,26,2025-06-03 14:00:00,95.29,44139,United States,0.14,Credit Card,12.13,Furniture,In-store,Not Returned,UPS,Paris,Low,2477.54,346.85560000000004,2130.6844,2142.8144,2025,6,2025-06
550714,SKU_1114,Desk Lamp,46,2025-06-03 15:00:00,25.87,27159,United Kingdom,0.32,Bank Transfer,9.82,Furniture,Online,Not Returned,Royal Mail,Rome,Medium,1190.02,380.8064,809.2136,819.0336000000001,2025,6,2025-06
723738,SKU_1309,Notebook,7,2025-06-03 16:00:00,6.26,-1,Belgium,0.4,Credit Card,7.85,Apparel,In-store,Not Returned,FedEx,Paris,Low,43.82,17.528000000000002,26.291999999999998,34.141999999999996,2025,6,2025-06
672617,SKU_1550,Notebook,43,2025-06-03 17:00:00,48.08,56837,Italy,0.32,Credit Card,24.56,Furniture,Online,Not Returned,FedEx,Paris,Low,2067.44,661.5808000000001,1405.8591999999999,1430.4191999999998,2025,6,2025-06
912071,SKU_1109,Office Chair,3,2025-06-03 18:00:00,17.57,84856,France,0.41,Credit Card,28.13,Stationery,Online,Not Returned,DHL,Berlin,Low,52.71,21.6111,31.0989,59.228899999999996,2025,6,2025-06
738021,SKU_1677,USB Cable,41,2025-06-03 20:00:00,43.49,86829,Germany,0.01,Bank Transfer,19.0,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium,1783.0900000000001,17.830900000000003,1765.2591000000002,1784.2591000000002,2025,6,2025-06
656945,SKU_1805,T-shirt,44,2025-06-03 21:00:00,56.03,43763,Belgium,0.33,Credit Card,5.08,Furniture,In-store,Not Returned,FedEx,Amsterdam,High,2465.32,813.5556000000001,1651.7644,1656.8444,2025,6,2025-06
924649,SKU_1584,Headphones,32,2025-06-03 22:00:00,53.6,26834,United Kingdom,0.38,Credit Card,25.13,Electronics,In-store,Returned,DHL,Amsterdam,High,1715.2,651.7760000000001,1063.424,1088.554,2025,6,2025-06
969815,SKU_1947,Desk Lamp,47,2025-06-03 23:00:00,49.04,72126,Netherlands,0.2,PayPal,28.48,Apparel,Online,Not Returned,DHL,Berlin,Low,2304.88,460.97600000000006,1843.904,1872.384,2025,6,2025-06
283694,SKU_1111,Office Chair,7,2025-06-04 00:00:00,43.06,34883,Sweden,0.12,Bank Transfer,9.28,Stationery,In-store,Not Returned,Royal Mail,London,High,301.42,36.1704,265.2496,274.52959999999996,2025,6,2025-06
117900,SKU_1868,Wall Clock,47,2025-06-04 01:00:00,14.27,36765,Italy,0.15,Credit Card,22.53,Electronics,In-store,Not Returned,Royal Mail,Paris,Low,670.6899999999999,100.60349999999998,570.0865,592.6165,2025,6,2025-06
111242,SKU_1302,Backpack,42,2025-06-04 02:00:00,43.86,44497,Sweden,0.14,PayPal,15.52,Electronics,Online,Returned,FedEx,Berlin,Low,1842.12,257.8968,1584.2232,1599.7432,2025,6,2025-06
458753,SKU_1893,White Mug,16,2025-06-04 03:00:00,4.07,65153,Belgium,0.21,Bank Transfer,20.24,Furniture,In-store,Not Returned,DHL,Paris,High,65.12,13.6752,51.4448,71.6848,2025,6,2025-06
530407,SKU_1576,Backpack,36,2025-06-04 04:00:00,19.25,79109,United States,0.38,Credit Card,15.44,Accessories,In-store,Not Returned,UPS,Rome,Medium,693.0,263.34,429.66,445.1,2025,6,2025-06
689218,SKU_1355,Wall Clock,43,2025-06-04 05:00:00,5.52,91867,Belgium,0.15,Bank Transfer,14.61,Stationery,In-store,Not Returned,UPS,Paris,High,237.35999999999999,35.604,201.75599999999997,216.36599999999999,2025,6,2025-06
511126,SKU_1809,Wall Clock,23,2025-06-04 06:00:00,49.57,54441,United Kingdom,0.44,PayPal,21.87,Furniture,In-store,Not Returned,DHL,Rome,High,1140.11,501.6484,638.4615999999999,660.3315999999999,2025,6,2025-06
455866,SKU_1101,USB Cable,13,2025-06-04 07:00:00,38.56,20887,Italy,0.03,Credit Card,8.73,Furniture,Online,Not Returned,UPS,Rome,High,501.28000000000003,15.038400000000001,486.2416,494.9716,2025,6,2025-06
225272,SKU_1566,Desk Lamp,45,2025-06-04 08:00:00,70.28,34846,Norway,0.19,Credit Card,9.23,Accessories,In-store,Not Returned,DHL,London,Low,3162.6,600.894,2561.706,2570.936,2025,6,2025-06
483352,SKU_1193,White Mug,36,2025-06-04 10:00:00,54.09,83153,Norway,0.31,PayPal,11.1,Accessories,In-store,Not Returned,UPS,Amsterdam,High,1947.2400000000002,603.6444,1343.5956,1354.6956,2025,6,2025-06
900038,SKU_1073,USB Cable,22,2025-06-04 11:00:00,4.15,63388,Sweden,0.01,Bank Transfer,29.38,Furniture,Online,Not Returned,FedEx,Paris,Low,91.30000000000001,0.9130000000000001,90.38700000000001,119.76700000000001,2025,6,2025-06
787391,SKU_1949,USB Cable,31,2025-06-04 12:00:00,10.41,90475,United States,0.22,Credit Card,21.17,Apparel,Online,Not Returned,UPS,Paris,High,322.71,70.9962,251.7138,272.8838,2025,6,2025-06
631709,SKU_1818,Desk Lamp,38,2025-06-04 13:00:00,24.54,15285,Sweden,0.32,Credit Card,22.48,Apparel,Online,Returned,FedEx,London,Medium,932.52,298.4064,634.1135999999999,656.5935999999999,2025,6,2025-06
417873,SKU_1406,T-shirt,47,2025-06-04 14:00:00,35.07,31638,United States,0.44,PayPal,22.71,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium,1648.29,725.2476,923.0423999999999,945.7524,2025,6,2025-06
364692,SKU_1968,USB Cable,14,2025-06-04 15:00:00,92.11,44548,Sweden,0.18,PayPal,24.63,Electronics,Online,Not Returned,DHL,Berlin,Low,1289.54,232.1172,1057.4228,1082.0528000000002,2025,6,2025-06
631540,SKU_1906,USB Cable,5,2025-06-04 16:00:00,75.14,86670,Germany,0.38,Bank Transfer,6.8,Electronics,Online,Not Returned,FedEx,Amsterdam,Low,375.7,142.766,232.934,239.734,2025,6,2025-06
540840,SKU_1291,Office Chair,31,2025-06-04 17:00:00,37.85,93637,France,0.01,PayPal,5.65,Electronics,Online,Not Returned,DHL,Paris,Low,1173.3500000000001,11.733500000000001,1161.6165,1167.2665000000002,2025,6,2025-06
702673,SKU_1183,T-shirt,9,2025-06-04 18:00:00,75.79,63100,Spain,0.48,Bank Transfer,11.19,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,682.11,327.4128,354.6972,365.8872,2025,6,2025-06
474275,SKU_1357,Wall Clock,12,2025-06-04 20:00:00,8.63,34255,Sweden,0.48,PayPal,24.54,Furniture,Online,Not Returned,Royal Mail,London,High,103.56,49.7088,53.851200000000006,78.3912,2025,6,2025-06
483472,SKU_1098,USB Cable,5,2025-06-04 21:00:00,1.53,95329,Australia,0.31,PayPal,19.15,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low,7.65,2.3715,5.2785,24.4285,2025,6,2025-06
924481,SKU_1639,Notebook,32,2025-06-04 22:00:00,51.47,82108,Norway,0.2,Bank Transfer,23.77,Accessories,In-store,Returned,Royal Mail,Amsterdam,High,1647.04,329.408,1317.632,1341.402,2025,6,2025-06
268602,SKU_1524,USB Cable,34,2025-06-04 23:00:00,49.26,59769,Spain,0.42,PayPal,10.76,Furniture,In-store,Not Returned,UPS,Paris,Medium,1674.84,703.4327999999999,971.4072,982.1672,2025,6,2025-06
523438,SKU_1978,Office Chair,26,2025-06-05 00:00:00,85.98,57385,France,0.12,PayPal,11.49,Furniture,Online,Not Returned,DHL,Paris,Low,2235.48,268.25759999999997,1967.2224,1978.7124000000001,2025,6,2025-06
884748,SKU_1610,Backpack,12,2025-06-05 01:00:00,19.46,63627,United States,0.22,Bank Transfer,21.28,Accessories,Online,Returned,FedEx,Berlin,Medium,233.52,51.3744,182.1456,203.4256,2025,6,2025-06
879807,SKU_1819,Office Chair,33,2025-06-05 02:00:00,15.2,15152,United Kingdom,0.34,Credit Card,11.31,Stationery,Online,Not Returned,DHL,Paris,Low,501.59999999999997,170.544,331.0559999999999,342.36599999999993,2025,6,2025-06
810588,SKU_1465,Wireless Mouse,1,2025-06-05 04:00:00,73.21,12015,United States,0.25,Bank Transfer,6.7,Apparel,Online,Not Returned,FedEx,Rome,High,73.21,18.3025,54.9075,61.6075,2025,6,2025-06
842974,SKU_1651,USB Cable,15,2025-06-05 05:00:00,12.02,89270,Norway,0.01,PayPal,18.09,Stationery,In-store,Not Returned,UPS,Paris,Medium,180.29999999999998,1.803,178.49699999999999,196.587,2025,6,2025-06
813067,SKU_1203,Backpack,34,2025-06-05 06:00:00,94.22,95303,United Kingdom,0.27,Credit Card,6.44,Electronics,Online,Not Returned,DHL,Rome,Medium,3203.48,864.9396,2338.5404,2344.9804,2025,6,2025-06
853771,SKU_1404,White Mug,35,2025-06-05 07:00:00,21.22,97817,Sweden,0.23,Credit Card,7.19,Apparel,In-store,Not Returned,DHL,London,High,742.6999999999999,170.821,571.8789999999999,579.069,2025,6,2025-06
275126,SKU_1139,White Mug,27,2025-06-05 08:00:00,30.61,-1,Australia,0.09,Credit Card,26.26,Stationery,In-store,Not Returned,DHL,Berlin,Low,826.47,74.3823,752.0877,778.3477,2025,6,2025-06
469262,SKU_1317,Wall Clock,8,2025-06-05 09:00:00,43.65,16868,United Kingdom,0.1,PayPal,28.44,Apparel,In-store,Not Returned,DHL,London,Low,349.2,34.92,314.28,342.71999999999997,2025,6,2025-06
940000,SKU_1375,T-shirt,6,2025-06-05 10:00:00,52.42,52310,Spain,0.36,Credit Card,27.43,Furniture,Online,Not Returned,DHL,Rome,Medium,314.52,113.2272,201.2928,228.7228,2025,6,2025-06
166045,SKU_1219,White Mug,22,2025-06-05 11:00:00,71.57,88621,Spain,0.14,Credit Card,15.05,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,1574.54,220.43560000000002,1354.1044,1369.1544,2025,6,2025-06
958783,SKU_1348,Headphones,41,2025-06-05 12:00:00,57.62,44899,Sweden,0.45,PayPal,18.15,Apparel,Online,Not Returned,FedEx,Amsterdam,High,2362.42,1063.0890000000002,1299.331,1317.481,2025,6,2025-06
207560,SKU_1422,T-shirt,44,2025-06-05 13:00:00,63.0,74906,Germany,0.17,Bank Transfer,18.5,Stationery,In-store,Not Returned,FedEx,Amsterdam,High,2772.0,471.24,2300.76,2319.26,2025,6,2025-06
611769,SKU_1232,White Mug,40,2025-06-05 14:00:00,73.38,10017,Portugal,0.07,PayPal,20.76,Furniture,In-store,Not Returned,DHL,London,High,2935.2,205.464,2729.736,2750.496,2025,6,2025-06
288719,SKU_1299,White Mug,36,2025-06-05 15:00:00,55.81,52286,United States,0.07,PayPal,26.44,Electronics,In-store,Not Returned,FedEx,Berlin,Low,2009.16,140.64120000000003,1868.5188,1894.9588,2025,6,2025-06
158312,SKU_1131,Wireless Mouse,47,2025-06-05 16:00:00,16.17,52430,Germany,0.31,PayPal,16.41,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low,759.9900000000001,235.59690000000003,524.3931000000001,540.8031000000001,2025,6,2025-06
666686,SKU_1670,Wireless Mouse,13,2025-06-05 17:00:00,11.52,79781,Australia,0.03,Bank Transfer,23.64,Apparel,Online,Not Returned,DHL,Amsterdam,Low,149.76,4.4928,145.2672,168.9072,2025,6,2025-06
